basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,basic_fuel_consumed,can_km,can_fuel_consumed,country_code,vehcile_model
0.57,131.97,36,34.58,19226.0,11052.53524590606,29.99,,,AE,H unicorn
0.37,204.0,7,29.86,42639.0,15790.968556908543,44.11,194.62000000011176,105.09999999997672,AE,2004 Volvo fh12
0.69,564.76,9,38.0,42909.0,29563.29331309127,117.54,,,SA,862476050161230
0.62,40.7,4,36.25,3926.0,2450.223494366659,8.34,,,AE,H unicorn
0.0,0.0,0,0.0,1812.0,0.0,0.0,,,AE,2014 Volvo fh
0.17,165.58,10,28.0,58448.0,10113.281692253058,35.37,,,AE,Volvo fh
0.0,3.12,4,7.5,25893.0,0.0,0.82,,,SA,Volvo FH12 2007
0.69,468.54,11,22.73,36798.0,25234.40333583682,97.9,,,SA,2015 Volvo fh
0.59,417.8,12,30.25,41653.0,24568.502075010816,87.68,403.8799999998882,137.11999999999534,AE,2014 Volvo fh
0.84,494.18,11,37.91,36246.0,30548.53122727953,102.67,0.0,135.28000000002794,SA,2012 Volvo fh
0.85,439.13,13,29.23,30031.0,25617.07943045917,91.3,,,AE,2016 MAN
0.55,660.55,16,43.31,59031.0,32323.966080689155,137.84,,,AE,2006 volvo fh12
0.33,296.76,19,17.05,45124.0,14912.503244434223,63.38,,,SA,350424062340086
0.0,7.58,2,14.5,8543.0,0.0,1.62,,,AE,Volvo FH 2007
0.22,7.46,2,22.0,3023.0,659.9566148918509,1.59,,,AE,2011 Volvo fh
0.12,77.28,8,16.5,39549.0,4631.772736889503,16.77,,,AE,2003 Volvo FH
0.0,0.05,1,0.0,23634.0,0.0,0.06,,,AE,359633108599999
1.4,777.23,8,43.12,26912.0,37681.43428439018,156.05,,,AE,"Vfh 12, 2015"
0.33,160.31,11,40.09,34968.0,11408.217021698216,34.93,,,AE,Volvo FH12 2004
0.06,27.94,3,17.67,21020.0,1256.6561375322328,5.74,26.759999999776483,10.89999999999418,AE,2014 Volvo fh
0.59,559.78,13,32.92,54529.0,31969.269106908578,117.32,,,SA,2013 Volvo fh
0.72,41.49,5,21.0,6119.0,4391.5119948117945,9.04,,,AE,2012 Volvo fh
0.44,416.68,13,14.69,52538.0,23253.492219717045,88.13,,,AE,2008  Volvo fh
0.79,441.67,11,36.27,36565.0,28915.93311133941,92.46,363.2400000002235,125.69999999999708,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,Toyota rush 2022
0.35,267.89,16,16.06,46501.0,16378.619975101805,57.39,,,SA,Volvo fh12 2007
0.51,328.27,10,29.4,33134.0,16812.571931298386,68.73,,,SA,2015 Volvo fh
0.62,488.07,11,39.73,46003.0,28606.942382181536,102.12,,,SA,2014 Volvo fh
0.0,2.42,2,9.0,2034.0,0.0,0.59,,,AE,2012 Volvo fh
0.0,1.9,5,2.8,3133.0,0.0,0.63,,,AE,2005 Volvo fh12
0.72,527.83,10,38.1,44244.0,31788.34352699926,110.04,,,SA, Volvo Fh 2008 
0.66,781.53,14,28.07,63156.0,41673.37502656003,162.93,,,AE,Volvo fh 2011
0.52,449.16,13,26.85,55593.0,29006.12617192795,95.56,,,AE,2016 MAN
0.89,229.31,6,33.17,16745.0,14886.406309811064,47.67,,,AE,2011 Volvo fh
0.67,182.01,34,30.56,23982.0,15999.51205826723,40.23,,,AE,H unicorn
0.54,99.93,26,23.96,12570.0,6833.51048182444,21.91,,,AE,H unicorn
0.6,173.29,24,34.67,26597.0,15849.347452291167,38.19,,,AE,H unicorn
0.1,93.24,20,22.8,44297.0,4613.77099664936,20.57,,,AE,H unicorn
0.0,7.14,6,5.67,37560.0,0.0,1.73,,,AE,2015 Volvo fh
0.0,0.5,4,1.5,2391.0,0.0,0.3,,,AE,2011 Volvo fh
0.39,366.06,17,33.47,48398.0,18723.174273385128,77.71,,,AE,Volvo FH12 2012
0.32,159.27,13,18.69,29368.0,9402.038732021849,34.06,,,AE,VOLVO FH 2009
0.64,309.63,4,61.75,28704.0,18436.154650426928,64.88,,,AE,Volvo FH12 2000
0.0,0.27,1,3.0,2010.0,0.0,0.1,,,AE,2014 Volvo fh
0.25,26.66,3,30.33,8711.0,2163.262975271972,5.48,,,AE,Volvo FH12 2004
0.9,356.45,7,31.14,24650.0,22168.42924801522,73.86,365.3100000000559,130.60000000000218,AE,2012 Volvo fh
0.53,543.99,9,28.56,49743.0,26589.92417085981,113.63,,,SA,"VFh12, 2015"
0.07,31.92,12,20.75,21257.0,1571.6598443591022,6.98,31.0,20.80000000000291,AE,2008/Volvo FH
0.0,0.34,3,1.0,4756.0,0.0,0.22,,,SA,2013 Volvo fh
0.94,628.02,11,37.09,42192.0,39628.44195109259,129.92,,,SA,2016 MAN
0.0,0.0,0,0.0,329.0,0.0,0.0,,,AE,2014 Volvo fh12
0.55,53.78,6,19.67,9805.0,5430.701961744737,11.67,,,AE,"Volvo Fh13, 2010"
0.04,29.44,10,12.4,30435.0,1127.9690976247218,6.39,,,AE,2011 VOLVO FH
0.59,23.46,2,19.0,4756.0,2795.583970429376,4.79,22.62999999988824,4.190000000002328,AE,2014/Volvo FH
0.43,60.85,5,42.6,11415.0,4889.972434175898,13.12,,,AE,H unicorn
0.0,0.36,1,4.0,17148.0,0.0,0.12,,,AE,2006 Volvo fh12
0.25,221.15,11,24.55,50270.0,12645.30949277906,47.25,,,AE,2011 Volvo fh
0.1,71.91,9,17.22,41576.0,4174.780496382499,15.76,,,SA,VOLVO FH 2009
0.0,0.0,0,0.0,10086.0,0.0,0.0,,,AE,2016 MAN
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2004
0.55,303.06,8,27.38,35321.0,19418.21475396059,64.09,0.0,140.5900000000256,AE,2008 Volvo fh12
0.99,143.6,22,41.45,11024.0,10903.283159209044,30.74,,,AE,H unicorn
0.0,9.17,4,13.0,13853.0,0.0,2.03,,,AE,2011 Volvo fh
0.0,0.0,0,0.0,407.0,0.0,0.0,,,KW,2011 Volvo fh
0.12,11.07,2,25.0,6451.0,758.3993932804852,2.31,,,SA,Volvo FH12 2012
0.09,80.95,9,14.89,65438.0,6047.889279335635,17.58,82.5,86.06999999994878,OM,2012 Volvo fh
0.52,77.57,35,33.26,10766.0,5579.758777496443,17.9,,,AE,H unicorn
0.0,0.24,2,0.5,7673.0,0.0,0.15,,,AE,2012 volvo fh
0.0,1.41,1,9.0,17745.0,0.0,0.33,,,SA,Volvo FH12 2012
0.0,0.88,2,5.5,2792.0,0.0,0.28,,,KW,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2004
0.88,37.49,6,35.17,3756.0,3302.656641196874,7.8,,,AE,H unicorn
0.72,89.09,20,32.45,10384.0,7522.60711760645,19.8,,,AE,H unicorn
0.92,202.87,13,34.92,19660.0,18126.85503527019,43.0,,,AE,H unicorn
0.01,7.94,3,26.0,23534.0,338.105851964298,1.74,,,AE,351742101090886
0.63,95.24,40,31.57,13171.0,8331.587139906145,22.16,,,AE,H unicorn
0.64,330.51,16,20.31,40506.0,25967.759802306085,70.76,289.75,71.5,AE,2014/Volvo FH
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2013 Volvo fh
0.55,205.5,5,22.2,21061.0,11493.126805498556,43.2,,,KW,2014 Volbo fh
0.91,137.6,36,37.0,12513.0,11418.474846469924,30.4,,,AE,H unicorn
0.0,0.0,0,0.0,1059.0,0.0,0.0,,,AE,2013  volvo fh12
0.75,381.94,10,29.4,28370.0,21394.189695551013,79.25,,,AE,350424062340086
0.74,618.7,8,41.38,53482.0,39461.31401933162,128.98,,,SA,2006 Volvo fh 440
0.79,426.96,5,47.6,32259.0,25343.167257933725,88.79,,,AE,2006 Volvo fh 440
0.65,382.56,12,32.58,31806.0,20768.432041676493,79.83,,,SA,2011 Volvo fh
0.08,64.34,14,6.07,53700.0,4478.910702585723,14.51,,,SA,2015 Volvo fh
0.32,297.8,12,9.25,43176.0,13754.118574169928,62.49,,,SA,2013 Volvo fh
0.1,99.98,11,12.45,53193.0,5098.120397028158,21.48,,,SA,2013 Volvo fh
0.0,14.87,2,20.5,8548.0,0.0,3.07,,,AE,Volvo FH 2008
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2011 Volvo fh
0.29,259.97,23,23.83,46400.0,13337.163000921511,55.54,,,AE,"Volvo fh13, 2010"
0.61,250.69,9,14.56,22145.0,13523.943715862246,52.3,,,SA,2013 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,2008 Volvo fh
0.0,0.0,0,0.0,18045.0,0.0,0.0,,,AE,2013 Volvo fh
0.35,19.85,3,28.33,2986.0,1059.914941541731,4.12,,,AE,2011 Volvo fh
0.0,10.5,10,6.9,14316.0,0.0,2.6,,,SA,2011 Volvo fh
0.75,674.83,6,56.67,47409.0,35474.80109900759,139.55,,,SA,351742101075994
0.57,464.12,11,29.64,39134.0,22198.29878332647,96.99,,,AE,351742101076414
0.03,15.64,10,9.6,18682.0,547.0662290136834,3.63,,,SA,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 Volvo fh
0.39,68.18,7,24.29,10623.0,4147.612066525731,14.71,,,AE,862476050160836
0.6,488.52,20,25.9,49309.0,29573.32278002793,103.34,,,AE,"Volvo fh13, 2010"
0.21,128.77,38,14.11,36007.0,7667.457519488769,29.36,,,AE,2003 Volvo fh12
0.0,0.0,0,0.0,239.0,0.0,0.0,,,AE,2008 M Actros
0.0,2.73,3,2.33,43165.0,0.0,0.7,,,BH,Volvo FH 2012
0.42,367.73,11,28.73,43978.0,18669.71364494414,77.61,,,SA,Volvo FH12 2008
0.52,101.08,17,10.88,18814.0,9808.968429049031,22.34,,,AE,2012 Volbo fh
0.53,235.38,7,53.0,26499.0,13950.037834371966,49.32,,,AE,Volvo fh
0.34,341.75,11,34.45,57496.0,19664.34744016384,72.7,,,SA,2011 Volvo fh
0.92,201.86,20,40.15,17296.0,15858.494560744297,42.8,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.86,568.71,11,39.64,35955.0,31018.41848517988,117.46,,,SA,2012 Volbo fh
0.6,155.31,10,20.3,14240.0,8488.66521993739,32.73,,,SA,2011 VOLVO FH
0.57,120.88,29,28.17,15747.0,9049.31087945504,26.82,,,AE,Honda unicorn
0.54,424.66,17,24.0,38825.0,20964.130684603584,88.89,,,SA,Volvo FH12 2012
1.1,429.47,6,36.17,20870.0,22982.710062795268,87.57,,,AE,"Volvo fh12, 2005"
0.34,362.06,16,21.12,56001.0,19282.20152918744,77.01,,,SA,Volvo FH 2008
0.44,241.93,5,29.4,25991.0,11365.111925900805,50.72,,,SA,"Vfh12, 2015"
0.0,1.98,2,8.0,3951.0,0.0,0.5,,,AE,2011 VOLVO FH
0.65,546.81,12,23.92,38746.0,25275.840505812408,113.76,,,AE,351742100804204
0.12,115.27,7,9.0,56616.0,6949.702914813939,24.32,,,KW,2013 Volvo fh
0.93,258.12,46,37.07,23701.0,21944.728695786434,56.04,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH 2008
0.72,236.83,24,38.12,23036.0,16506.808865840583,50.56,,,AE,Honda Unicorn
0.49,379.17,17,18.41,41422.0,20283.8015574084,79.97,,,SA,2015 Volvo fh
0.3,252.19,11,31.45,42289.0,12792.009535819743,53.35,,,SA,862476050161230
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Honda unicorn
0.0,1.52,1,12.0,2872.0,0.0,0.35,,,AE,2005 Volvo fh
0.85,353.55,16,23.25,31566.0,26818.58782738856,74.35,363.2599999997765,142.5,AE,2013/ Volvo FH
0.0,3.75,10,1.4,27134.0,0.0,1.25,,,SA,2006 Volvo fh 440
0.5,57.97,4,25.75,11761.0,5865.302904615617,12.44,,,AE,Volvo FH 12 2008
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2012 Volvo fh
0.73,437.76,10,25.7,31345.0,22981.443965598908,90.97,,,SA,2013 Volvo fh
0.64,131.59,9,27.0,14213.0,9053.059599657585,27.88,,,AE,2014 Volvo fh
0.34,137.03,17,16.06,31463.0,10748.770753210118,29.78,,,AE,2015 VOLVO FH
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2011 Volvo fh
0.65,335.41,8,28.75,35329.0,23058.41161264725,70.74,,,AE,Mercedes actros 2007
0.54,444.77,20,25.8,41638.0,22679.330635153143,93.67,,,SA,2010 Volvo fh
0.59,247.67,16,19.75,27735.0,16478.657668517386,52.67,,,AE,2014 Volvo fh
0.9,389.88,4,47.5,24089.0,21797.574888542367,80.38,,,AE,2011 Volvo fh
0.31,34.17,4,20.0,10625.0,3241.7997595013685,7.04,,,AE,2011 Volvo fh
1.17,969.46,11,41.09,35751.0,41817.990966969,196.44,,,AE,351742101076414
0.25,6.82,2,23.5,2007.0,496.9380639880103,1.46,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH 2008
0.25,86.46,14,24.86,13600.0,3442.234594695872,17.99,86.66999999999825,8.800000000000182,AE,Toyota Rush 2022
0.55,251.99,12,11.58,24157.0,13391.796345386454,52.83,,,SA,2012 Volvo fh
0.0,0.0,0,0.0,922.0,0.0,0.0,,,AE,"VOLVO FH12, 2002"
0.53,38.15,7,7.29,8256.0,4405.651647892475,8.61,,,BH,"Volvo fh12, 2005"
5.22,5.17,1,33.0,108.0,563.8904579785427,1.08,4.25,60.0,AE,2008 Volvo fh12
0.54,422.36,3,53.67,46606.0,24989.3474009716,88.37,,,AE,2015 Volvo fh
0.35,108.09,27,23.56,16302.0,5743.101022493648,23.72,,,AE,H unicorn
0.78,437.86,12,27.25,33898.0,26365.878993970688,91.36,,,AE,Volvo FH12 2012
0.37,324.1,15,29.4,62698.0,23094.82276152237,70.02,327.75,174.0899999999965,AE,2004 Volvo fh12
0.88,501.37,9,23.0,33885.0,29845.30288745473,103.79,,,AE,2014 Volbo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2004
0.18,55.17,14,18.0,16221.0,2980.865519816868,11.73,,,AE,addtional
0.87,955.69,14,48.86,52285.0,45526.86108958669,196.52,,,AE,"VFh12, 2015"
0.8,128.45,3,57.0,10238.0,8181.543839380311,26.72,,,KW,351742100671413
0.35,173.75,10,21.2,35040.0,12107.24563865236,37.52,,,AE,2015 MAN
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,"Ford transit, 2020"
1.03,531.84,5,34.6,27454.0,28374.76778851045,108.55,,,SA,2012 Volvo fh
0.52,40.97,2,18.0,7911.0,4092.4967260026174,8.93,,,AE,2012 Volvo fh
0.75,208.05,5,24.8,17812.0,13409.090800740942,43.28,,,SA,2007 / Volvo fh 12
0.0,0.0,0,0.0,6243.0,0.0,0.0,,,AE,Volvo FH12 2010
0.36,252.78,22,9.0,38554.0,14013.416343180144,53.89,,,SA,2005 Volvo fh12
0.0,0.01,1,0.0,958.0,0.0,0.05,,,KW,2012 / Volvo fh
0.49,379.61,13,26.54,39016.0,19278.97075006192,79.84,,,AE,2009 Volvo fh
0.57,590.59,12,26.33,52251.0,29583.251837349504,123.55,,,AE,Volvo FH12 2012
0.77,112.93,1,69.0,7609.0,5892.047460275075,23.09,,,KW,862476051334141
0.76,119.13,22,24.91,15425.0,11786.462659596724,26.32,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,VOLVO FH 2007
0.71,146.46,15,34.53,18190.0,12953.117842455384,31.55,0.0,0.0,AE,Unicorn Honda
0.0,286.38,9,16.56,0.0,21861.041192485725,57.73,276.12999999988824,117.39999999999418,AE,2008/Volvo FH
0.34,27.32,7,20.57,3990.0,1365.96813799472,5.81,,,AE,H unicorn
0.0,0.0,0,0.0,1272.0,0.0,0.0,,,AE,2006 Volvo fh12
0.08,81.44,23,10.09,38239.0,3101.5100187919847,17.44,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,8440.0,0.0,0.0,,,AE,2015 Volvo fh
0.56,340.11,17,20.65,37802.0,21320.35010454806,71.9,,,BH,2014 Volbo fh
0.0,1.73,6,4.0,9296.0,0.0,0.65,2.0,2.3999999999941792,AE,2014 Volvo fh
0.63,137.59,12,17.58,16521.0,10421.87886208977,29.24,,,BH,2013 Volvo fh
0.07,37.74,11,16.91,39498.0,2958.9291912982053,8.1,,,AE,"Vfh12, 2015"
1.7,433.64,12,26.33,14775.0,25147.06627868423,86.18,,,SA,2011/ Volvo FH
0.39,442.3,30,11.23,57253.0,22141.24638956699,94.33,,,SA,350424062352586
0.73,363.79,9,35.56,27049.0,19632.110172722896,75.67,,,SA,Volvo fh12 2007
0.0,5.72,10,2.8,42956.0,0.0,1.64,,,KW,2014 Volvo fh
0.03,23.01,20,3.25,42869.0,1425.7047417891476,5.6,,,SA,2012 Volvo fh12
0.5,262.49,17,19.82,51514.0,25870.237047078022,57.89,,,AE,2003 Volvo fh
0.0,6.16,9,2.44,41315.0,0.0,1.68,6.0,15.60000000000582,SA,2013 / Volvo fh
0.88,424.48,5,26.8,29957.0,26372.074616626018,87.83,424.87000000011176,137.70000000000437,AE,2013 / Volvo fh
0.26,184.29,14,34.79,56482.0,14763.10826309393,40.83,,,AE,2003 Volvo fh12
0.62,344.82,11,31.91,32237.0,20031.39441131882,72.34,,,SA,Volvo FH 2010
0.0,0.0,0,0.0,1442.0,0.0,0.0,,,AE,Volvo FH12 2004
0.57,802.56,5,47.2,64908.0,37226.97451532829,166.75,768.0,170.0,OM,2014/Volvo FH
0.34,121.08,12,12.58,22916.0,7764.892427779117,26.34,,,SA,2013 Volvo fh
0.48,110.29,16,22.88,18496.0,8853.432031840743,24.19,114.33000000000176,0.0,AE,Toyota Avanza 2020
0.45,44.91,4,71.5,5289.0,2405.6631304145503,9.18,,,AE,863540060171122
0.0,1.03,4,2.5,14295.0,0.0,0.41,,,BH,2005 Volvo fh12
0.0,0.41,2,2.0,3495.0,0.0,0.18,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2012
0.79,367.0,6,25.83,23519.0,18687.7907640531,75.92,,,SA,2011 VOLVO FH
0.3,142.53,5,39.4,36525.0,11112.001968031356,31.12,137.75,49.0,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2006
0.52,425.71,12,19.08,42575.0,22133.378397193384,89.56,,,AE,2014 MAN
0.99,514.11,5,52.4,27875.0,27587.541311032543,105.22,,,SA,2006 volvo fh
0.16,80.25,11,11.64,26640.0,4292.978918558041,17.49,,,SA,862476051334141
0.55,436.56,19,27.84,39252.0,21516.122333460225,91.34,,,SA,862476052265930
0.71,421.36,4,36.75,31478.0,22502.65716748078,87.47,,,SA,862476051334141
0.56,318.72,7,30.86,34386.0,19208.494768243272,67.14,306.25,86.28000000002794,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2006
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2004 volvo fh12
0.0,7.59,10,6.9,11769.0,28.219332263243864,2.02,,,AE,2008 Volvo fh12
0.56,327.91,10,25.5,49577.0,27895.868155333443,70.33,335.75,139.5900000000256,AE,2012 Volvo fh
0.35,157.47,14,18.43,48297.0,17034.71410369961,35.21,,,AE,2003 Volvo fh
0.0,2.66,3,11.67,9601.0,0.0,0.68,,,AE,2011 Volvo fh
0.31,372.23,21,16.48,58951.0,18186.21334008942,79.42,,,SA,2015 Volvo fh
0.62,108.98,11,16.36,20406.0,12561.88975197703,24.05,,,AE,2004 Volvo fh12
0.42,408.65,9,27.67,61565.0,26093.921116205096,87.1,,,SA,2013 Volvo fh
0.43,86.6,31,24.58,12039.0,5220.837474559828,19.57,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.78,474.21,11,23.36,36864.0,28906.23335020313,99.0,450.0,138.21999999997206,AE,2010 Volvo fh
0.83,386.56,12,19.25,29074.0,24095.72059803167,80.43,,,AE,2015 Volvo fh
0.77,239.63,6,38.17,20684.0,15941.940194178078,50.07,232.12999999988824,97.0,AE,2004 Volvo fh12
0.5,392.0,16,24.81,54115.0,27228.178164442565,83.74,383.6299999998882,188.8000000000029,AE,2008 Volvo fh12
1.8,1258.9,9,50.22,37203.0,66956.2786457257,247.55,,,SA,Volvo FH 2006
0.06,25.07,5,17.6,36444.0,2267.5191839056506,5.26,,,SA,2007 / Volvo fh 12
0.27,279.67,2,61.0,62783.0,16644.239469112057,59.29,,,SA,Volvo FH 2007
0.72,633.77,11,24.91,44529.0,32226.67593906549,131.25,,,AE,2012 Volvo fh12
0.86,594.8,9,39.67,35306.0,30206.344048571576,122.62,,,SA,2005 Volvo fh12
0.14,202.74,28,12.04,68242.0,9808.156992184084,43.75,,,SA,Volvo FH12 2012
0.0,7.48,13,3.08,40207.0,0.0,2.15,,,SA,2012 Volvo Fh
0.65,216.44,6,30.83,20383.0,13181.515830498907,45.23,,,AE,2005 Volvo fh12
0.79,218.12,36,30.42,25987.0,20520.7218881808,47.66,,,AE,H unicorn
0.26,171.72,14,25.07,39328.0,10094.762307132163,36.69,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,943.0,0.0,0.0,0.0,0.0,AE,2004 Volvo fh12
0.86,503.94,9,27.78,34649.0,29861.58172864612,104.41,,,KW,2008 Volvo fh12
0.79,225.34,3,66.67,15157.0,11955.771080544426,46.56,,,AE,2010 Volvo fh
0.1,65.39,7,11.14,37565.0,3887.7302231491535,14.36,,,SA,350424062340003
0.96,101.77,9,24.89,10733.0,10252.974522571983,21.47,,,AE,2015 Volvo fh
0.81,491.33,7,45.14,35962.0,29205.60974855517,102.07,,,SA,Volvo fh
0.89,491.4,9,26.22,31457.0,27875.541925610683,101.39,,,AE,2006 Volvo fh12
0.13,78.27,25,11.32,35210.0,4560.990636921775,17.81,,,AE,"Volvo fh12, 2003"
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH 2008
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,"Ford transit, 2020"
0.46,115.07,5,30.4,12310.0,5659.98451310828,23.94,,,SA,2006 Volvo fh12 
0.41,460.94,19,17.58,59191.0,24386.487479478124,97.41,,,SA,VOLVO FH 2007
0.11,61.14,29,18.28,14507.0,1634.5098838093709,13.68,,,AE,H unicorn
0.32,137.17,11,19.27,26853.0,8685.63261193347,29.53,,,AE,2012 Volvo fh
0.84,634.23,12,33.33,39125.0,32974.70721459712,131.14,,,KW,2013 volvo fh12
0.47,409.88,15,21.8,59302.0,27730.998382966856,87.44,0.0,181.1900000000024,AE,2008 Volvo fh12
0.84,854.05,9,59.78,44432.0,37119.37071065792,175.41,,,SA,"VFh12, 2015"
0.0,5.9,5,5.8,4809.0,0.0,1.43,5.740000000223517,3.8999999999941792,AE,2014 Volvo fh
0.54,373.56,16,20.0,38933.0,20904.542251553587,78.63,,,SA,2011 Volvo fh
0.64,422.53,10,23.1,34723.0,22274.711416713548,88.31,,,SA,2006 Volvo fh12
0.7,255.42,7,18.71,17765.0,12457.282341866432,52.96,,,KW,2005 Volvo fh12
0.0,471.21,14,29.21,0.0,28917.05456119237,94.94,,,SA,351742100659681
0.0,0.38,2,3.5,5061.0,0.0,0.17,,,AE,2011 Volvo fh
0.53,288.89,23,22.35,52528.0,28076.32152728809,63.31,,,AE,2013 Volvo Fh
0.83,482.34,9,29.67,37841.0,31291.65137875787,100.29,,,AE,2011 Volvo fh
0.95,717.56,5,68.2,39042.0,36981.36895071299,147.13,,,SA,862476052265930
0.03,21.15,12,6.08,24457.0,801.2565018519414,4.83,,,SA,2009 Volvo fh
0.46,269.33,13,12.54,33544.0,15489.590332175894,57.22,,,AE,Volvo FH 2007
0.0,22.28,10,10.3,11051.0,0.0,4.96,,,AE,2012 Volvo fh
0.62,576.28,11,32.64,55896.0,34383.77859130716,120.93,,,SA,2015 Volvo fh
0.31,78.17,9,15.33,15728.0,4937.234670901918,16.87,,,SA,2005 Volvo fh12
0.8,412.32,5,50.2,28066.0,22491.570964559603,85.35,,,AE,350424062352727
0.21,122.67,30,11.57,42593.0,8739.40355305243,27.75,,,AE,"Volvo fh12, 2003"
0.6,423.14,9,38.89,41045.0,24700.5350489052,88.55,,,AE,2015 VOLVO FH
0.76,100.67,6,22.67,10338.0,7874.13759209264,21.37,,,AE,350424062340086
0.73,317.11,15,21.13,38430.0,28010.91883847956,67.6,306.87999999988824,43.71999999997206,AE,2014/Volvo FH
0.88,1062.15,15,49.53,60908.0,53720.98345159205,218.54,,,AE,Volvo FH12 2007
0.41,74.54,25,23.96,13398.0,5502.032770423745,16.87,,,AE,H unicorn
0.51,230.35,18,19.17,39478.0,19939.30953698858,50.2,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,2014 Volvo fh
0.0,7.04,11,2.18,16018.0,0.0,1.96,,,SA,2008 Volvo fh12
0.62,506.06,7,49.29,46526.0,28985.01472627548,106.07,,,SA,2013 Volvo fh
2.39,212.35,6,25.17,6877.0,16418.99834306219,40.09,204.0,99.30000000000292,AE,2008 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Reefer Truck 502
0.49,386.38,17,16.12,46400.0,22849.07741062693,82.06,,,AE,2013 Volvo fh
0.54,279.6,15,20.27,35632.0,19387.789367291363,59.77,,,AE,"Volvo fh, 2008"
0.73,720.17,13,32.92,46618.0,34156.22154724336,149.07,,,AE,Volvo FH12 2008
0.0,0.42,2,7.5,2987.0,0.0,0.18,,,SA, Volvo Fh 2008 
0.0,0.0,0,0.0,1398.0,0.0,0.0,,,AE,2015 VOLVO FH
0.0,2.74,6,12.83,13534.0,0.0,0.85,,,AE,VOLVO FH 2008
0.39,232.92,11,11.73,31134.0,12179.597623602507,49.31,,,SA,2011 Volvo fh
0.45,435.68,14,27.0,48075.0,21404.879412345028,91.28,,,SA,2011/ Volvo FH
0.84,611.92,13,33.38,39242.0,32807.85001114677,126.77,,,AE,38287 dxb
0.71,194.72,35,37.97,23540.0,16658.771117680943,42.71,,,AE,H unicorn
0.22,55.16,6,13.67,11712.0,2589.2286978478105,11.33,,,AE,2004 Volvo fh12
0.72,419.77,8,28.5,31171.0,22517.96373678108,87.32,,,AE,862476051334141
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,VOLVO FH 2009
0.0,0.13,1,1.0,928.0,0.0,0.08,0.3799999998882413,0.4099999999743886,AE,2014 Volvo fh
2.14,179.09,5,24.0,5117.0,10941.307577599098,34.58,,,SA,2005 Volvo fh12
0.63,148.07,19,34.74,18038.0,11394.693894841654,32.24,0.0,13.899999999999864,AE,Toyota rush 2022
0.31,58.22,6,18.67,14167.0,4333.578984749714,12.73,,,SA,VOLVO FH 2009
0.15,57.89,9,14.0,37548.0,5760.57890802039,12.92,,,AE,Volvo FH12 2010
0.6,284.3,10,25.7,32817.0,19638.82802520132,60.27,288.7200000000012,78.09999999999854,AE,2012 Volvo fh
0.69,109.17,5,33.6,10595.0,7335.624016558258,23.11,105.62999999988824,22.90000000000873,AE,2014 Volvo fh
0.44,262.24,10,21.0,29212.0,12714.64167275326,55.03,,,SA,2011 Volvo fh
0.18,81.81,5,736.4,3015.0,557.525569148492,16.61,,,AE,Reefer Truck 502
0.0,0.0,0,0.0,3218.0,0.0,0.0,0.0,1.9000000000014552,AE,2014 Volvo FH
0.54,272.5,6,20.5,32260.0,17268.183328310475,57.3,,,AE,2011 Volvo fh
